,site,year,month,day,replicate,species,stage,length,comments,entered,checked
1669,gog1,2018,7,14,2,bapi,3,210,,TF,
1670,gog1,2018,7,14,2,bapi,3,210,,TF,
1671,fei4,2018,7,17,1,snpr,3,210,,CP,
1672,fei4,2018,7,17,1,snpr,3,210,,CP,
1673,fei4,2018,7,17,2,snpr,3,210,,CP,
1674,koe1,2018,7,18,2,stsc,3,210,,KB,
1675,koe1,2018,7,18,2,stsc,3,210,,KB,
1676,pba,2019,7,31,2,bapi,3,210,,TF,KB
1677,gog1,2019,8,2,1,bapi,3,210,,TF,ZM
1678,gog1,2019,8,2,2,bapi,3,210,,TF,ZM
1679,fan3,2019,8,3,1,bapi,3,210,,KB,TF
1680,ppo,2020,7,21,1,bapi,3,210,,AO,
1681,kis2,2020,7,24,2,bapi,3,210,,ZM,CP
1682,fan3,2020,7,25,1,bapi,3,210,,AO,CP
1683,gog1,2020,8,4,2,bapi,3,210,,AO,CP
1684,chp,2021,7,8,1,kegr,3,210,,ZM,RO
1685,chp,2021,7,8,2,pegu,3,210,,ZM,RO
1686,gog1,2021,7,13,2,bapi,3,210,,KB,CP
1687,pba,2014,7,10,1,bapi,3,209,,ben,midoli
1688,fan3,2014,7,27,1,bapi,3,209,,midoli/carolyn,ben
1689,pba,2014,8,13,1,bapi,3,209,,midoli,carolyn
1690,pba,2015,5,20,1,stpe,2,209,,midoli/zach,zach
1691,hdo,2015,6,2,1,stsc,2,209,,ben,midoli
1692,fei4,2015,8,2,1,bapi,3,209,,,
1693,hdo,2015,9,2,1,bapi,3,209,,ben,zach
1694,ssp,2016,8,2,2,stfl,3,209,,midoli,ben
1695,hdo,2016,8,4,1,bapi,2,209,,kaia,midoli
1696,hdo,2016,9,19,2,stsc,3,209,,ang,
1697,hdo,2016,9,19,2,bapi,2,209,,ang,
1698,chp,2017,5,25,2,kegr,3,209,,gsb,kdb
1699,pba,2017,6,11,2,stsc,3,209,,tyrel,
1700,ppo,2017,7,9,1,stsc,3,209,,kdb,nap
1701,kis1,2017,7,24,2,stsc,3,209,,jg,kaia
1702,pba,2017,8,24,1,bapi,3,209,,kaia,bmm
1703,gog1,2018,7,14,1,bapi,3,209,,TF,
1704,gog1,2018,7,14,1,bapi,3,209,,TF,
1705,hdo,2020,7,19,1,bapi,3,209,,CP,
1706,koe1,2020,7,23,1,bapi,3,209,,ZM,
1707,fan1,2020,7,25,2,bapi,2,209,,AO,CP
1708,ksi1,2021,7,12,2,bapi,2,209,,ZM,CP
1709,gog1,2021,7,13,1,bapi,3,209,,KB,CP
1710,fan3,2021,7,14,1,bapi,2,209,,CP,RO
1711,pba,2014,7,10,1,bapi,3,208,,ben,midoli
1712,kis4,2014,7,12,1,bapi,3,208,,midoli,ben
1713,nam1,2015,6,16,1,crgu,2,208,,zach,ben
1714,pba,2015,7,2,2,stsc,3,208,,,ben
1715,fan3,2015,7,5,1,bapi,3,208,,ben,ben
1716,fan3,2015,7,5,1,bapi,3,208,,ben,ben
1717,hdo,2015,7,29,1,bapi,3,208,,zach,ben
1718,koe3,2015,7,31,2,dova,3,208,,zach,kaia
1719,ppo,2015,9,2,1,bapi,3,208,,ben,zach
1720,pba,2016,6,5,2,stsc,3,208,,midoli,midoli
1721,pba,2016,7,3,1,pipe,3,208,,kaia,midoli
1722,gog1,2016,7,22,1,bapi,3,208,,gillian,midoli
1723,pba,2016,8,4,2,pegu,3,208,,kaia,midoli
1724,chp,2017,5,25,1,kegr,3,208,,gsb,kdb
1725,pba,2017,6,11,2,stsc,3,208,,tyrel,
1726,pba,2017,6,11,2,stsc,3,208,,tyrel,
1727,ssp,2017,6,13,1,stpe,3,208,,neha,
1728,pba,2017,8,24,2,bapi,3,208,,kaia,bmm
1729,fan3,2018,7,15,1,bapi,3,208,,CP,
1730,fan3,2018,7,15,1,bapi,3,208,,CP,
1731,fan3,2018,7,15,1,bapi,3,208,,CP,
1732,fei4,2018,7,17,2,snpr,3,208,,CP,
1733,pba,2019,7,31,2,crgu,3,208,,TF,KB
1734,fan3,2019,8,3,2,bapi,3,208,,KB,TF
1735,wfb,2020,7,20,1,stsc,3,208,,AO,
1736,ppo,2020,7,21,1,bapi,3,208,,AO,
1737,kis2,2021,7,12,2,bapi,3,208,,RO,KB
1738,hdo,2014,6,16,1,bapi,3,207,,carolyn,midoli
1739,koe1,2014,9,7,1,stsc,3,207,,carolyn,midoli
1740,ppo,2014,9,10,1,bapi,2,207,,midoli,carolyn
1741,koe1,2015,6,1,1,saso,3,207,,midoli,ben
1742,koe1,2015,6,1,2,stfl,3,207,,midoli,ben
1743,kis2,2015,7,7,2,bapi,3,207,,kaia,ben
1744,hdo,2016,6,3,2,stsc,3,207,,kaia,midoli
1745,pba,2016,7,3,1,stpe,3,207,,kaia,midoli
1746,ssp,2016,7,4,1,bapi,3,207,,kaia,midoli
1747,gog1,2016,7,22,1,bapi,3,207,,gillian,midoli
1748,ssp,2016,8,2,1,bapi,3,207,,midoli,ben
1749,ssp,2016,8,2,1,bapi,3,207,,midoli,ben
1750,pba,2016,8,4,1,bapi,2,207,,kaia,midoli
1751,ppo,2016,11,15,1,bapi,3,207,,gsb,ben
1752,pba,2016,11,17,2,bapi,3,207,,ben,
1753,pba,2017,4,1,2,bapi,3,207,,tyrel,tyrel
1754,chp,2017,5,25,2,coro,3,207,,gsb,kdb
1755,ssp,2017,6,13,1,cabe,3,207,,neha,
1756,hdo,2017,8,23,1,bapi,3,207,,kaia,bmm
1757,ppo,2018,7,11,1,bapi,3,207,,cp,
1758,gog1,2018,7,14,1,bapi,3,207,,TF,
1759,kis2,2020,7,24,2,bapi,3,207,,ZM,CP
1760,kis6,2014,7,28,1,bapi,2,206,,,ben
1761,wfb,2014,9,9,1,stsc,3,206,,midoli,carolyn
1762,fei9,2015,5,21,1,bapi,2,206,,zach/ben,zach
1763,kis1,2016,7,21,2,bapi,3,206,,kaia,midoli
1764,pba,2016,8,4,1,bapi,2,206,,kaia,midoli
1765,pba,2017,5,24,2,crgu,3,206,,ang,kdb
1766,pba,2017,5,24,2,stsc,3,206,,ang,kdb
1767,ppo,2017,8,23,1,bapi,3,206,,kaia,bmm
1768,hdo,2017,8,23,1,bapi,3,206,,kaia,bmm
1769,chp,2018,5,29,2,coro,3,206,,,
1770,ppo,2018,7,11,1,bapi,3,206,,cp,
1771,gog1,2018,7,14,2,bapi,3,206,,TF,
1772,fei4,2018,7,17,1,bapi,3,206,,CP,
1773,hdo,2019,7,29,2,bapi,3,206,,TF,ZM
1774,pba,2019,7,31,1,bapi,3,206,,TF,KB
1775,pba,2019,7,31,2,bapi,3,206,,TF,KB
1776,gog4,2019,8,2,2,bisk,3,206,"206: Total length, 128: Standard length?",TF,ZM
1777,gog1,2019,8,2,2,bapi,3,206,,TF,ZM
1778,gog1,2020,8,4,1,bapi,3,206,,AO,CP
1779,koe1,2021,7,11,2,stfl,3,206,,CP,RO
1780,pba,2014,6,12,1,bapi,3,205,,midoli,midoli
1781,kis2,2014,6,13,2,bapi,3,205,,carolyn,midoli
1782,kis4,2014,7,12,1,bapi,3,205,,midoli,ben
1783,kis4,2014,7,12,1,bapi,3,205,,midoli,ben
1784,fan1,2014,7,13,2,kegr,3,205,,ben,ben
1785,gog1,2014,7,26,2,bapi,3,205,,midoli/carolyn,ben
1786,ppo,2014,8,13,2,bapi,2,205,,midoli,carolyn
1787,ssp,2014,8,14,1,stfl,3,205,,ben,carolyn
1788,fei3,2014,8,15,2,bapi,2,205,,carolyn,m
1789,hdo,2014,8,21,1,bapi,2,205,,midoli,b
1790,hdo,2014,8,21,2,bapi,2,205,,midoli,b
1791,hdo,2014,9,7,1,bapi,2,205,,carolyn,midoli
1792,hdo,2014,9,7,1,bapi,2,205,,carolyn,midoli
1793,ssp,2014,9,9,1,bapi,2,205,,midoli,carolyn
1794,pba,2015,5,20,1,stpe,2,205,,midoli/zach,zach
1795,pba,2015,5,20,2,stfl,3,205,,zach,zach
1796,fei8,2015,5,21,2,bapi,2,205,,zach/ben,zach
1797,koe3,2015,6,1,1,stee,3,205,,midoli,ben
1798,koe3,2015,6,1,2,saso,3,205,,midoli,ben
1799,hdo,2015,6,2,1,bapi,3,205,,ben,midoli
1800,fan3,2015,7,5,1,bapi,3,205,,ben,ben
1801,kis2,2015,7,7,2,bapi,3,205,,kaia,ben
1802,ppo,2015,7,29,1,bapi,3,205,,zach,ben
1803,koe1,2015,7,31,1,bapi,3,205,,zach,kaia
1804,fei3,2015,8,2,1,stsc,3,205,,,
1805,sni12,2015,8,14,2,bapi,2,205,,midoli,zach
1806,sni12,2015,8,14,2,bapi,2,205,,midoli,zach
1807,gog1,2015,8,15,1,bapi,3,205,,zach,ben
1808,koe1,2015,9,13,1,stsc,3,205,,zach,zach
1809,pba,2016,6,5,1,stpe,3,205,,midoli,midoli
1810,pba,2016,6,5,1,stpe,3,205,,midoli,midoli
1811,ssp,2016,7,4,1,reil,3,205,,kaia,midoli
1812,fei3,2016,7,25,1,bapi,3,205,,kaia,midoli
1813,fei4,2016,7,25,2,stsc,3,205,,kaia,midoli
1814,ssp,2016,8,2,1,coro,3,205,,midoli,ben
1815,pba,2016,8,4,1,crgu,3,205,,kaia,midoli
1816,hdo,2016,8,4,1,bapi,2,205,,kaia,midoli
1817,hdo,2016,8,4,1,crgu,3,205,,kaia,midoli
1818,wfb,2016,9,17,2,repe,3,205,,ben,
1819,pba,2016,9,18,2,ling,3,205,,ben,
1820,hdo,2016,9,19,2,stsc,3,205,,ang,
1821,pba,2017,6,11,2,stsc,3,205,,tyrel,
1822,ssp,2017,6,13,1,stpe,3,205,,neha,
1823,wfb,2017,7,8,2,saso,3,205,,kdb,nap
1824,hdo,2017,7,10,1,bapi,3,205,,kdb,nap
1825,hdo,2017,8,23,1,bapi,3,205,,kaia,bmm
1826,pba,2018,7,10,1,pipe,3,205,,CP,
1827,gog4,2018,7,14,1,bapi,3,205,,TF,
1828,gog4,2018,7,14,1,bapi,3,205,,TF,
1829,gog1,2018,7,14,2,bapi,3,205,,TF,
1830,gog1,2018,7,14,1,bapi,3,205,,TF,
1831,gog1,2018,7,14,1,bapi,3,205,,TF,
1832,fan3,2018,7,15,1,kegr,3,205,,CP,
1833,fan3,2018,7,15,1,crgu,3,205,,CP,
1834,fei4,2018,7,17,1,bapi,3,205,,CP,
1835,fei4,2018,7,17,1,bapi,3,205,,CP,
1836,pba,2019,7,31,2,bapi,3,205,,TF,KB
1837,kis2,2019,8,1,2,bapi,3,205,,KB,KB
1838,gog1,2020,7,26,1,bapi,3,205,,CP,AO
1839,gog1,2020,8,4,2,bapi,3,205,,AO,CP
1840,hdo,2021,7,8,2,crgu,3,205,,CP,RO
1841,gog1,2021,7,13,1,bapi,3,205,,KB,CP
1842,gog1,2021,7,13,2,stsc,3,205,,KB,CP
1843,fan3,2021,7,14,2,crgu,3,205,,CP,RO
1844,kis2,2014,6,13,2,bapi,3,204,,carolyn,midoli
1845,gog1,2014,7,26,1,bapi,3,204,,midoli/carolyn,ben
1846,gog1,2014,7,26,1,kegr,3,204,,midoli/carolyn,ben
1847,gog2,2014,7,30,1,stsc,3,204,,midoli,midoli
1848,pba,2014,8,13,1,bapi,3,204,,midoli,carolyn
1849,ssp,2014,8,14,2,bapi,3,204,,ben,carolyn
1850,hdo,2014,8,21,1,snpr,3,204,,midoli,b
1851,ppo,2014,9,10,1,bapi,2,204,,midoli,carolyn
1852,pba,2015,7,2,2,stsc,3,204,,,ben
1853,hdo,2015,7,2,1,stsc,3,204,,,ben
1854,gog3,2015,7,6,1,saso,3,204,,zach,ben
1855,hab1,2015,7,13,2,bapi,2,204,,zach,zach
1856,ssp,2016,7,4,1,stsc,3,204,,kaia,midoli
1857,gog1,2016,7,22,1,bapi,3,204,,gillian,midoli
1858,pba,2016,9,18,1,bapi,3,204,,ben,
1859,pba,2017,5,24,2,stsc,3,204,,ang,kdb
1860,chp,2017,5,25,1,kegr,3,204,,gsb,kdb
1861,hdo,2017,5,25,2,stsc,3,204,,gsb,kdb
1862,pba,2017,7,9,2,crgu,3,204,,kdb,nap
1863,ppo,2017,7,9,1,bapi,3,204,,kdb,nap
1864,fei3,2017,7,22,1,bapi,3,204,,jg,kaia
1865,kis2,2017,7,24,2,bapi,3,204,,jg,kaia
1866,gog1,2017,7,26,1,bapi,3,204,,jg,jg
1867,pba,2017,8,24,1,bapi,3,204,,kaia,bmm
1868,pba,2018,7,10,1,pipe,3,204,,CP,
1869,ppo,2018,7,11,1,bapi,3,204,,cp,
1870,gog1,2018,7,14,1,bapi,3,204,,TF,
1871,gog1,2018,7,14,1,bapi,3,204,,TF,
1872,gog1,2018,7,14,1,bapi,3,204,,TF,
1873,fan1,2020,7,25,2,bapi,2,204,,AO,CP
1874,gog1,2021,7,13,1,bapi,3,204,,KB,CP
1875,gog1,2021,7,13,2,bapi,3,204,,KB,CP
1876,fan3,2021,7,14,2,crgu,3,204,,CP,RO
1877,fei5,2014,8,23,1,bapi,2,203,,carolyn,midoli
1878,fei5,2014,8,23,2,crgu,3,203,,carolyn,midoli
1879,koe1,2014,9,7,1,saso,3,203,,carolyn,midoli
1880,sni6,2015,5,22,1,snpr,3,203,,midoli,zach
1881,wfb,2015,7,1,2,bapi,3,203,,,ben
1882,fan3,2016,7,24,1,bapi,3,203,,kaia,midoli
1883,fei4,2016,7,25,1,bapi,3,203,,kaia,midoli
1884,pba,2016,8,4,1,crgu,3,203,,kaia,midoli
1885,hdo,2017,6,12,1,stsc,3,203,,neha,
1886,hdo,2018,5,30,1,bapi,3,203,,,
1887,fan3,2018,7,15,2,coro,3,203,,CP,
1888,fan1,2019,8,3,2,pegu,3,203,,KB,TF
1889,kis1,2020,7,24,2,bapi,3,203,,ZM,CP
1890,koe1,2014,7,24,1,dova,3,202,,midoli,ben
1891,fan3,2014,7,27,2,kegr,3,202,,midoli/carolyn,ben
1892,pba,2014,8,13,1,bapi,3,202,,midoli,carolyn
1893,ssp,2014,8,14,2,bapi,3,202,,ben,carolyn
1894,fei4,2014,8,15,1,bapi,2,202,,carolyn,m
1895,hdo,2014,8,21,1,snpr,3,202,,midoli,b
1896,fei5,2014,8,23,1,bapi,2,202,,carolyn,midoli
1897,ppo,2014,9,10,1,bapi,2,202,,midoli,carolyn
1898,sni5,2015,5,22,2,bapi,2,202,,midoli,zach
1899,kis10,2015,6,17,1,bapi,2,202,,,ben
1900,gog2,2015,7,6,2,bapi,2,202,,zach,ben
1901,pba,2015,7,30,2,crgu,3,202,,zach,ben
1902,chp,2015,7,30,1,bapi,3,202,,zach,ben
1903,koe3,2015,7,31,1,stsc,3,202,,zach,kaia
1904,fei4,2015,8,2,2,grsc,3,202,,,
1905,gog1,2015,8,15,1,bapi,3,202,,zach,ben
1906,ppo,2015,9,2,1,bapi,3,202,,ben,zach
1907,hdo,2015,9,2,1,bapi,3,202,,ben,zach
1908,wfb,2016,8,2,1,saso,3,202,,midoli,ben
1909,ssp,2016,8,2,1,bapi,3,202,,midoli,ben
1910,wfb,2016,9,17,1,stfl,3,202,,ben,
1911,pba,2016,9,18,1,ling,3,202,,ben,
1912,hdo,2016,9,19,2,bapi,2,202,,ang,
1913,hdo,2016,11,15,1,bapi,3,202,,gsb,ben
1914,ppo,2016,11,15,1,bapi,3,202,,gsb,ben
1915,chp,2017,5,25,2,pegu,3,202,,gsb,kdb
1916,hdo,2017,6,12,1,stsc,3,202,,neha,
1917,kis2,2017,7,24,2,cabe,3,202,,jg,kaia
1918,pba,2017,8,24,1,bapi,3,202,,kaia,bmm
1919,hdo,2018,7,11,1,bapi,3,202,,kb,
1920,ppo,2018,7,11,1,bapi,3,202,,cp,
1921,ppo,2018,7,11,1,bapi,3,202,,cp,
1922,gog1,2018,7,14,1,bapi,3,202,,TF,
1923,gog1,2018,7,14,1,bapi,3,202,,TF,
1924,fei4,2018,7,17,1,crgu,3,202,,CP,
1925,pba,2019,7,31,2,stfl,3,202,,TF,KB
1926,gog4,2019,8,2,2,stsc,3,202,,TF,TF
1927,ssp,2020,7,20,1,pegu,2,202,,AO,
1928,fan3,2020,7,25,1,bapi,3,202,,AO,CP
1929,gog1,2020,8,4,2,bapi,3,202,,AO,CP
1930,gog1,2021,7,13,2,crgu,3,202,,KB,CP
1931,sni3,2014,7,23,2,crgu,3,201,,carolyn,ben
1932,kis6,2014,7,28,1,bapi,2,201,,,ben
1933,pba,2014,8,13,1,bapi,3,201,,midoli,carolyn
1934,pba,2015,7,2,2,crgu,3,201,,,ben
1935,gog2,2015,7,6,2,stsc,3,201,,zach,ben
1936,fei12,2015,7,14,1,bapi,3,201,,ben,zach
1937,hdo,2015,7,29,1,bapi,3,201,,zach,ben
1938,pba,2015,7,30,1,bapi,3,201,,zach,ben
1939,koe1,2015,7,31,1,stsc,3,201,,zach,kaia
1940,koe1,2015,7,31,1,bapi,3,201,,zach,kaia
1941,fei4,2015,8,2,1,bapi,3,201,,,
1942,ris7,2015,8,17,1,bapi,3,201,,ben,midoli
1943,ppo,2016,7,3,2,bapi,3,201,,kaia,midoli
1944,fan3,2016,7,24,1,bapi,3,201,,kaia,midoli
1945,fan3,2016,7,24,1,bapi,3,201,,kaia,midoli
1946,fei4,2016,7,25,1,bapi,3,201,,kaia,midoli
1947,fei4,2016,7,25,1,bapi,3,201,,,midoli
1948,ppo,2017,6,11,1,bapi,3,201,,tyrel,
1949,pba,2017,6,11,2,crgu,3,201,,tyrel,
1950,ppo,2017,7,9,1,bapi,3,201,,kdb,nap
1951,hdo,2018,3,19,2,bapi,3,201,,ben,
1952,fan3,2018,7,15,1,bapi,3,201,,CP,
1953,fan3,2018,7,15,1,bapi,3,201,,CP,
1954,fan3,2018,7,15,2,bapi,3,201,,CP,
1955,fan3,2018,7,15,2,bapi,3,201,,CP,
1956,pba,2018,8,25,1,stsc,3,201,,,
1957,pba,2019,7,31,1,bapi,3,201,,TF,KB
1958,pba,2019,7,31,1,bapi,3,201,,TF,KB
1959,gog4,2019,8,2,2,stsc,3,201,,TF,TF
1960,gog1,2020,7,26,2,bapi,3,201,,CP,AO
1961,fan3,2020,7,25,1,bapi,3,201,,AO,CP
1962,fan3,2021,7,14,2,cabe,3,201,,CP,RO
1963,pba,2014,6,12,1,grsc,3,200,,midoli,midoli
1964,kis1,2014,6,13,1,bapi,3,200,,carolyn,midoli
1965,hab3,2014,6,14,2,pegu,3,200,,carolyn,midoli
1966,hab3,2014,6,14,2,stfl,3,200,,carolyn,midoli
1967,hab3,2014,6,14,2,stfl,3,200,,carolyn,midoli
1968,pba,2014,7,10,1,snpr,3,200,,ben,midoli
1969,fei1,2014,7,11,1&2,bapi,3,200,,ben,midoli
1970,fei2,2014,7,11,1,bapi,3,200,,ben,midoli
1971,kis3,2014,7,12,2,bapi,3,200,,midoli,ben
1972,kis4,2014,7,12,1,bapi,3,200,,midoli,ben
1973,kis4,2014,7,12,1,crgu,3,200,,midoli,ben
1974,sni3,2014,7,23,2,crgu,3,200,,carolyn,ben
1975,koe1,2014,7,24,1,dova,3,200,,midoli,ben
1976,hdo,2014,7,31,1,bapi,2,200,,midoli,midoli
1977,fei3,2014,8,15,2,bapi,2,200,,carolyn,m
1978,fei7,2014,8,25,2,bapi,2,200,,ben,carolyn
1979,ris3,2014,8,25,2,stsc,3,200,,carolyn,ben
1980,hdo,2014,9,7,1,bapi,2,200,,carolyn,midoli
1981,wfb,2014,9,9,1,stsc,3,200,,midoli,carolyn
1982,hdo,2015,5,3,1,bapi,2,200,,ben,midoli
1983,pba,2015,5,20,1,pipe,2,200,,midoli/zach,zach
1984,kis8,2015,5,23,2,stsc,3,200,,,zach
1985,kis10,2015,6,17,1,bapi,2,200,,,ben
1986,hab6,2015,6,19,1,crgu,2,200,,,ben
1987,pba,2015,7,2,2,pasa,3,200,,,ben
1988,pba,2015,7,2,2,bapi,3,200,,,ben
1989,fan3,2015,7,5,1,bapi,3,200,,ben,ben
1990,fan3,2015,7,5,1,bapi,3,200,,ben,ben
1991,gog3,2015,7,6,1,bapi,3,200,,zach,ben
1992,koe1,2015,7,31,1,stsc,3,200,,zach,kaia
1993,pba,2016,6,5,2,stsc,3,200,,midoli,midoli
1994,pba,2016,6,5,2,stsc,3,200,,midoli,midoli
1995,pba,2016,6,5,2,stsc,3,200,,midoli,midoli
1996,kis1,2016,7,21,2,bapi,3,200,,kaia,midoli
1997,kis1,2016,7,21,2,bapi,3,200,,kaia,midoli
1998,gog1,2016,7,22,1,bapi,3,200,,gillian,midoli
1999,gog1,2016,7,22,1,bapi,3,200,,gillian,midoli
2000,gog1,2016,7,22,1,bapi,3,200,,gillian,midoli
2001,ppo,2016,8,3,1,bapi,3,200,,midoli,ben
2002,pba,2016,9,18,1,ling,3,200,,ben,
2003,ppo,2016,11,15,1,bapi,3,200,,gsb,ben
2004,ssp,2017,5,26,1,kegr,3,200,,kdb,
2005,pba,2017,6,11,2,busc,3,200,,tyrel,
2006,pba,2017,6,11,2,stsc,3,200,,tyrel,
2007,pba,2017,6,11,2,stsc,3,200,,tyrel,
2008,wfb,2017,6,13,1,stfl,3,200,,neha,
2009,pba,2017,7,9,2,stsc,3,200,,kdb,nap
2010,hdo,2017,7,10,2,enso,3,200,,nap,nap
2011,gog1,2017,7,26,1,crgu,3,200,,jg,jg
2012,hdo,2017,8,23,1,stsc,3,200,,kaia,bmm
2013,hdo,2017,8,23,1,bapi,3,200,,kaia,bmm
2014,pba,2017,8,24,1,stsc,3,200,,kaia,bmm
2015,ssp,2018,7,12,1,coro,3,200,,zm,
2016,gog4,2018,7,14,1,bapi,3,200,,TF,
2017,gog1,2018,7,14,1,bapi,3,200,,TF,
2018,fei4,2018,7,17,2,bapi,3,200,,CP,
2019,fei4,2018,7,17,2,bapi,3,200,,CP,
2020,chp,2018,8,25,2,qbro,3,200,,,
2021,kis2,2019,8,1,2,bapi,3,200,,KB,KB
2022,koe1,2019,8,4,2,saso,3,200,,TF,KB
2023,chp,2020,7,19,2,pegu,3,200,,CP,ZM
2024,hdo,2020,7,19,1,bapi,3,200,,CP,
2025,ppo,2020,7,21,1,bapi,3,200,,AO,
2026,kis2,2020,7,24,2,bapi,3,200,,ZM,CP
2027,fan1,2020,7,25,1,bapi,3,200,,AO,CP
2028,fan3,2020,7,25,1,bapi,3,200,,AO,CP
2029,ppo,2021,7,10,1,stsc,3,200,,CP,RO
2030,hab2,2014,6,14,3,kegr,3,199,,carolyn,midoli
2031,koe1,2014,7,24,1,saso,3,199,,midoli,ben
2032,fan1,2014,7,27,2,coso,3,199,,midoli/carolyn,ben
2033,ssp,2014,8,14,2,bapi,3,199,,ben,carolyn
2034,gog2,2015,7,6,2,bapi,2,199,,zach,ben
2035,ris7,2015,8,17,1,crgu,3,199,,ben,midoli
2036,pba,2016,7,3,2,bapi,3,199,,kaia,midoli
2037,hdo,2016,8,4,1,bapi,2,199,,kaia,midoli
2038,chp,2018,5,29,1,kegr,3,199,,,
2039,chp,2018,7,10,2,bapi,3,199,,CP,
2040,gog1,2018,7,14,2,bapi,3,199,,TF,
2041,fei4,2018,7,17,2,bapi,3,199,,CP,
2042,chp,2018,8,25,2,crgu,3,199,,,
2043,gog1,2019,8,2,1,bapi,3,199,,TF,ZM
2044,gog1,2019,8,2,2,bapi,3,199,,TF,ZM
2045,fan1,2020,7,25,1,bapi,3,199,,AO,CP
2046,gog1,2020,8,4,1,bapi,3,199,,AO,CP
2047,fan1,2021,7,14,1,bapi,2,199,,RO,CP
2048,pba,2014,7,10,2,snpr,3,198,,ben,midoli
2049,gog3,2014,7,30,1,enso,3,198,,midoli,midoli
2050,pba,2014,8,13,1,bapi,3,198,,midoli,carolyn
2051,fei4,2014,8,15,1,bapi,2,198,,carolyn,m
2052,pba,2014,9,8,1,bapi,2,198,,carolyn,midoli
2053,hab4,2015,6,13,2,stsc,3,198,,ben,midoli
2054,nam2,2015,6,16,2,crgu,2,198,,zach,ben
2055,pba,2015,7,2,2,bapi,3,198,,,ben
2056,ppo,2015,7,29,1,bapi,3,198,,zach,ben
2057,chp,2016,5,7,2,pegu,3,198,,midoli,kaia
2058,ssp,2016,7,4,1,bapi,3,198,,kaia,midoli
2059,pba,2017,7,9,2,stsc,3,198,,kdb,nap
2060,fei4,2017,7,22,2,bapi,3,198,,jg,kaia
2061,hdo,2018,7,11,1,bapi,3,198,,kb,
2062,hdo,2018,7,11,1,bapi,3,198,,kb,
2063,ppo,2018,7,11,1,bapi,3,198,,cp,
2064,fan3,2018,7,15,1,bapi,3,198,,CP,
2065,fan3,2018,7,15,2,bapi,3,198,,CP,
2066,fei4,2018,7,17,1,bapi,3,198,,CP,
2067,fei4,2018,7,17,2,snpr,3,198,,CP,
2068,fei3,2018,7,17,2,bapi,3,198,,TF,
2069,fei3,2018,7,17,2,bapi,3,198,,TF,
2070,ppo,2019,7,31,1,bapi,3,198,,TF,KB
2071,pba,2019,7,31,2,bapi,3,198,,TF,KB
2072,gog1,2019,8,2,1,kegr,3,198,,TF,ZM
2073,koe1,2020,7,23,1,bapi,3,198,,ZM,
2074,fan1,2020,7,25,1,bapi,3,198,,AO,CP
2075,gog1,2020,8,4,1,crgu,3,198,,AO,CP
2076,gog1,2014,7,26,2,kegr,3,197,,midoli/carolyn,ben
2077,fan3,2014,7,27,1,bapi,3,197,,midoli/carolyn,ben
2078,ris3,2014,8,25,2,crgu,3,197,,carolyn,ben
2079,pba,2014,9,8,1,bapi,2,197,,carolyn,midoli
2080,ppo,2014,9,10,1,bapi,2,197,,midoli,carolyn
2081,rie2,2014,9,12,1,stfl,2,197,,midoli,carolyn
2082,hdo,2015,5,3,1,bapi,2,197,,ben,midoli
2083,pba,2015,5,20,1,stpe,2,197,,midoli/zach,zach
2084,kis8,2015,5,23,2,snpr,3,197,,,zach
2085,kis10,2015,6,17,1,bapi,2,197,,,ben
2086,koe3,2015,7,8,1,dova,3,197,,ben,ben
2087,koe3,2015,7,8,1,dova,3,197,,ben,ben
2088,ppo,2015,7,29,1,bapi,3,197,,zach,ben
2089,ppo,2015,9,2,1,bapi,3,197,,ben,zach
2090,hdo,2016,6,3,2,stsc,3,197,,kaia,midoli
2091,ppo,2016,8,3,1,bapi,3,197,,midoli,ben
2092,hab2,2016,8,5,1,saso,3,197,,midoli,kaia
2093,hdo,2016,9,19,2,stsc,3,197,,ang,
2094,pba,2017,7,9,2,stsc,3,197,,kdb,nap
2095,fei4,2017,7,22,2,stpe,2,197,,jg,kaia
2096,gog1,2017,7,26,1,bapi,3,197,,jg,jg
2097,hdo,2017,8,23,1,bapi,3,197,,kaia,bmm
2098,pba,2018,7,10,1,pipe,3,197,,CP,
2099,ppo,2018,7,11,1,bapi,3,197,,cp,
2100,gog1,2018,7,14,1,bapi,3,197,,TF,
2101,fan3,2018,7,15,2,bapi,3,197,,CP,
2102,fei4,2018,7,17,1,bapi,3,197,,CP,
2103,fei4,2018,7,17,1,snpr,3,197,,CP,
2104,ppo,2019,7,31,1,bapi,3,197,,TF,KB
2105,ris2,2014,7,29,1,bapi,2,196,,,midoli
2106,wfb,2014,8,14,1,stsc,3,196,,ben,carolyn
2107,ppo,2014,9,10,1,bapi,2,196,,midoli,carolyn
2108,ppo,2015,5,20,1,bapi,2,196,,midoli/zach,zach
2109,hab4,2015,6,13,2,bapi,2,196,,ben,midoli
2110,kis10,2015,6,17,1,bapi,2,196,,,ben
2111,gog3,2015,7,6,2,bapi,2,196,,zach,ben
2112,kis6,2015,7,7,1,bapi,3,196,,kaia,ben
2113,hab1,2015,7,13,2,bapi,2,196,,zach,zach
2114,sni11,2015,8,14,2,bapi,3,196,,midoli,zach
2115,sni12,2015,8,14,2,bapi,2,196,,midoli,zach
2116,kis1,2016,7,21,2,coso,3,196,,kaia,midoli
